"VAR"	"LABEL"	"TYPE"	"INPUT"	"QUESTION"
"AP11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"First they called it ""Global Warming"" (Al Gore?) And now they tell us it's ""Climate Change"" ...lol"
"AP12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But you still won’t say the words “climate change”?"
"AP13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"i thought global warming at least came with some damn sun"
"AP14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So... how does her not believing in climate change make her a white supremacist?"
"AP15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Her journey and our fight against #climatechange are far from over."
"AP16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is just the most recent editorial boards across the progress made to coast, editorial boards across the progress"
"AP17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Breathing in particulate matter from apocalyptic climate change fuelled wildfires all summer to own the libs"
"AP18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And we are burning in hell with our crazy forest fires, but there is no climate change right"
"AP19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"America Burns From Climate Change While Trump Officials Attend Climate Denial Conference"
"AP20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Dang Climate Change looking weathered for sure 😂"
"AP21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Ryan Zinke: Climate Change Has ‘Nothing to Do’ With California Wildfires"
"AP22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"climate change STOP ITTT. like for real stop"
"AP23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"YES, global warming is real but grey unicorns watching 'Grey's Anatomy' in Barack Obama's fridge are not. Are they?"
"AP24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Denying climate change is the country agree:"
"AP25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oh my... the base just stares at this shit and gets dumber by the second! #ClimateChangeIsReal"
"AP26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"climate change has nothing to do with it it's the failed leadership by democrats who believe lying groups"
"AP27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oil spills, climate change, endangered species, trophy hunting, etc."
"AP28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But Dane Wigington will never be as greedy as Big Oil which has contributed massively to climate change."
"AP29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Also, no ties to China. And climate change is a very big deal and we need to address it seriously - see prior tweet."
"AP30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We are all gonna die from climate change b/c we'll be gofundme'ing each other over and over while the planet cooks."
"AP31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Anyone who mentions 'climate change' or 'Palestine' is either evil or programmed by evil people. Avoid them if you can, they're poison."
"AP32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"All foreign aid needs to stop permanently. Including money for Global Warming, U.N., Refugees etc."
"AP33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No global warming - just Glaciers burning"
"AP34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Maybe we should have a “Real Ducks know that climate change is real, you evil f’ing moron” rally at his house."
"AP35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"California fires contribute to climate change. Put the out."
"AP36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So do we believe in climate change now? ☔☔☔☔☔☔"
"AP37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate isn't supposed to change? Why do you hate nature?"
"AP38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Make the sun less hot to combat global warming. #UnlikelySpaceForceMissions"
"AP39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#UnlikelySpaceForceMissions save planet Earth from global warming."
"AP40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I thought someone lit the fire? How is it then, that it is caused by climate change?"
"AP41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"STOP DENYING CLIMATE CHANGE. IT IS PROVEN. DEAL WITH IT AND MOVE ON!"
"AP42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yeh I shop at too and care about #ClimateChange #barnabyjoyce"
"AP43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Secretly install a giant air conditioner to offset the effects of global warming. #UnlikelySpaceForceMissions"
"AP44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I shop at Kmart and I care about climate change! #Auspol"
"AP45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The left has a boogeyman at every corner. Climate change, Nazis, oppression etc."
"AP46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"right, but alas, about 45% of our country's state/municipal/whatever governance is still down with climate change denial, so"
"AP47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"After 3 hours and heaven only knows what concessions to the climate change deniers..."
"AP48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"One thing global warming as given us is comparing how thick the wildfire smoke is in our respective towns."
"AP49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"how about You toss Rump into the middle of the Sun and let Him feel global warming first hand"
"AP50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It says something when it’s newsworthy that the Government got its own policy through its own party room. #NEG #auspol #climatechange"
"AP51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change deniers & politicians who pander to them."
"AP52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The fires have nothing to do with climate change"
"AP53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So you believe scientists as long as they’re not talking about climate change?"
"AP54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The entire country is either flooded, on fire or experiencing severe dust storms but climate change isn’t real right?"
"AP55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It also helps that we have politicians, unlike in the Mid and Southwest, who take climate change somewhat seriously"
"AP56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Why not help curb climate change, too by bettering corporate agricultural practices?"
"AP57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Sometimes in the shower, I think, ""Global Warming is great 'cause I hate winter Weather loll"""
"AP58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#climatechange hi"
"AP59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"YEP ... 's BlatantBias On RidiculousGlobalWarming Claims In Full Force #climatechange #globalwarming"
"AP60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change has become invalid of an excuse."
"AP61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And do not explain away climate change."
"AP62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Buy a brain #ClimateChange"
"AP63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Arson = Climate change Interesting analysis"
"AP64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"She likes to cut down more trees for paper. Good for climate change."
"AP65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Invest 100 MW in #Iran to fight #ClimateChange"
"AP66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Let me clarify. I don't see automation as a problem. Climate change... big problem."
"AP67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It’s time we address #ClimateChange #SimpletonZinke"
"AP68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Thats why We ask him to invest 100 MW in #Iran to fight #ClimateChange"
"AP69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"2/PS: IVE NEVER denied the Climate. It will do/change whatever it will ON ITS OWN, excl. humans, & I only hate HER. BIGdiff"
"AP70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"lgbt & climate change 😘"
"AP71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Denying climate change is fighting to make choices about the world's future. His essay as WIRED’s guest editor:"
"AP72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Does the #NEG factor in the rising power demands needed to cope with #climatechange #auspol"
"AP73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"unless you're a climate change denier too"
"AP74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Dubious of climate change: 7-8 inches of rain in NJ; Passaic, Howell, Brick; so many homes condemnded, vacate asap"
"AP75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Already we are experiencing the impact of climate change in terms of extreme events."
"AP76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Shadow Minister for Climate Change and Energy, Mark Butler, will hold a doorstop on energy policy at 1:20 pm, Parliament House #auspol"
"AP77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yes, absolutely, on the hike and talking about climate change - and what we can and must do. Will DM you now."
"AP78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Good news for global warming To avoid use of petroleum products"
"AP79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Lebanon's cannabis cash crop offers climate change hope"
"AP80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"My only hope is this draws attention to our dying oceans 😞 #ClimateChangeIsReal"
"AQ01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"how is the GOP pro-life if they deny climate change? asking for myself"
"AQ02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change people. You know that climate change that President Trump doesn't believe in, well he better start looking around."
"AQ03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Forget climate change, Trump exhaustion is gonna kills us all"
"AQ04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"2/ The far left generally is in it for altruism. To fix an egregious system/something like climate change. To elevate the weakest of us."
"AQ05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"With global warming changing weather patterns, that may be difficult..."
"AQ06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Hey where's your climate change plan?"
"AQ07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But, Climate Change is a hoax, right?"
"AQ08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And now Dems arenalso taking money from fossil fuel. Are they going to start denying climate change too!?"
"AQ09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’m not the one crying about climate change and living in a huge apartment eating up resources!"
"AQ10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"honestly gotta blame global warming and the fake news media for this BFA launch"
"AQ11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"what a crock - climate change is a hoax"
"AQ12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"CBS with the global warming level hot takes."
"AQ13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"👼 🏹 Venus 👸 🛰 planet 🌏 🌐 of 👩 ‍ ❤ ️ ‍ 💋 ‍ 👩 💟 love 💘 💖 💋 was 💥 destroyed 💣 🗡 by ☀ ️ global 🌎 🌋 🏝 warming 🔥 🌪 ☄ ️ did its people 🤱 want 🗣 🗣 too much 💎 💰 🌄 🏭 ⛽ ️ ?"
"AQ14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Man made climate change is complete scam."
"AQ15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I'm glad we can at least all now agree that the fires AREN'T due to so-called global warming."
"AQ16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The Ontario government is run by a bunch of fucking imbeciles. Where is your climate change plan you racist fucks."
"AQ17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Talking to much about climate change st the specialty coffee event"
"AQ18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"All the members of 311 will merge into one big 311 guy and fight climate change"
"AQ19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""...everything to do with climate change""? I doubt it. Doesn't your wife have some bank fraud to commit or something?"
"AQ20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I wish global warming was real i would open my girl:"
"AQ21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Funny how many don’t want to admit climate change is real sad 😢"
"AQ22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The government of Singapore has revealed that global warming was actually the work of Phil Mickelson in a saye wig."
"AQ23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"One way to alleviate the impact of climate change is selling yoga pants online to your friends #livingyourbestlife"
"AQ24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Ok. So no global warming. Check"
"AQ25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Didn’t know climate change came with matches. Regs govt. endangered species increase fuel for fire yearly"
"AQ26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Stop gassing all these women up. It’s causing global warming."
"AQ27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Any thinking person understands that global warming is a scam to damage the U.S. economy."
"AQ28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Well lets see how many of us come to his aid when the Mississippi River floods Missouri with climate change?"
"AQ29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Thats due to global warming."
"AQ30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Marco Rubio is going to Britain to paint global warming"
"AQ31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Well his explanation of global warming and spelling of strength were equally good."
"AQ32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You sound like one of those climate change deniers."
"AQ33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate Change is a HOAX."
"AQ34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How can that be? Climate Change is responsible for EVERYTHING, isn’t it?"
"AQ35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Aww an we’ve been global warming since the 30’s"
"AQ36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Export salespersons in action. Every krona invested is doubled. Also, added value in the fight against climate change.🔌 🇫🇮"
"AQ37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Prove Anthropogenic Global Warming. *psst* It's a Communist Plot!"
"AQ38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oh tapos titigil? Woooh climate change is real friends"
"AQ39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I am sure climate change has a role in it also."
"AQ40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Sorry, I can't tonight, I have to deal with climate change?"
"AQ41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’m actively rooting for global warming."
